Analysis,Reference,Sample_number,Latitude,Longitude,Formation,Final207_235,Final207_235_Prop2SE,Final206_238,Final206_238_Prop2SE,ErrorCorrelation_6_38vs7_35,U238Pb206,U238Pb206_error_2s_abs,Pb207Pb206,Pb207Pb206_error_2s_abs,ErrorCorrelation_38_6vs7_6,FinalAge207_235,FinalAge207_235_Prop2SE,U238Pb206_age,U238Pb206_age_error_2s,FinalAge207_206,Pb207Pb206_age_error_2s,Approx_U_PPM,Approx_Th_PPM,Approx_Pb_PPM,Final_U_Th_Ratio,Si,P,Ti_ppm_m47,Ti,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Hg202_CPS,Pb_ppm_m204,Pb_ppm_m206,Pb_ppm_m207,Pb_ppm_m208,Th,U,Hf176Hf177,Hf176Hf177_error_2s,Lu176Hf177,U/Pb AGE,Hf Chur (t),Hf DM (t),Hf NC(t),Hfi,epsilon,2s,T(DM)_crustal,T(NC)_crustal
MK4_HQ_06_98,Blades et al 2021,HQ-06,-23.7771,133.0739,Heavitree,2.878,0.12,0.2096,0.0052,0.59645,4.770992,0.1183643,0.0987,0.0035,0.53744,1374,33,1226,28,1593,67,739,496,2274,1.486,131000,822,763,41.5,2502,0.751,37.7,4.46,45.8,48.2,14.34,130.2,35.4,319,86.6,314,57.6,493,79.2,11210,114,2.9,560,60,44.4,445,711,,,,,,,,,,,,
MK4_HQ_06_99,Blades et al 2021,HQ-06,-23.7771,133.0739,Heavitree,3.87,0.19,0.2832,0.0067,0.48678,3.531073,0.08353881,0.0988,0.004,0.12502,1602,41,1607,34,1591,75,88,75.1,500,1.164,137700,432,685,12.5,1069,Below LOD,15.12,Below LOD,Below LOD,Below LOD,Below LOD,16.83,6.48,87,35.15,169.9,36.72,355.2,71.4,10270,53,Below LOD,96.4,10.41,10.31,Below LOD,90,,,,,,,,,,,,
MK6_HQ_08_1,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.56,0.21,0.3105,0.0065,0.37074,3.220612,0.06742022,0.1063,0.0045,0.35302,1744,40,1742,32,1739,82,132.7,84.1,682,1.56,136200,286,554,Below LOD,728.8,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,109.5,Below LOD,212.8,Below LOD,10420,53,Below LOD,166.9,Below LOD,Below LOD,81.8,140.2,0.281616176,2.39E-05,0.000543935,1742,0.281675467,0.281981963,0.281909776,0.281598214,-2.742619449,0.837658093,2.56970685,2.414979378
MK6_HQ_08_10,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.87,0.18,0.2828,0.006,0.45422,3.536068,0.07502266,0.0983,0.004,0.29387,1604,37,1605,30,1582,77,201.4,193,1455,1.068,140900,289,543,3.37,1215,Below LOD,30.31,0.084,1.95,4.43,1.29,23.5,8.08,98,39.6,190.1,42.13,416,87.5,9610,95,Below LOD,211.8,23.23,25.95,173.1,196.9,,,,,,,,,,,,
MK6_HQ_08_100,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.66,0.18,0.2791,0.007,0.42474,3.582945,0.08986247,0.0956,0.0044,0.33413,1557,40,1586,35,1542,85,117.3,100.7,758,1.154,137600,174,553,Below LOD,588.1,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,91.5,Below LOD,213.1,Below LOD,10250,53,Below LOD,132.6,Below LOD,Below LOD,97.6,125.3,,,,,,,,,,,,
MK6_HQ_08_101,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.57,0.2,0.3079,0.0073,0.31471,3.247808,0.07700226,0.1052,0.0045,0.57788,1744,36,1729,36,1731,78,171.5,125.2,1013,1.387,141900,394,539,8.3,1148,Below LOD,8.87,0.112,2.19,4.41,0.557,26.2,8.64,104.4,39.4,173.9,34.82,319,62,9940,67,Below LOD,214.5,25.43,18.68,120.9,181.7,,,,,,,,,,,,
MK6_HQ_08_102,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.63,0.21,0.3142,0.0069,0.35656,3.182686,0.06989349,0.1051,0.0045,0.34169,1757,37,1761,34,1709,77,163.1,111.3,925,1.454,137700,311,530,9.2,804,Below LOD,9.41,0.046,1.1,2.67,0.217,16.16,5.8,71.5,26.99,119.8,24.94,222.4,44.32,10270,45,Below LOD,199.3,23.58,16.78,103.5,164.6,,,,,,,,,,,,
MK6_HQ_08_103,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.72,0.23,0.318,0.0079,0.47374,3.144654,0.07812191,0.1063,0.0045,0.36667,1768,40,1779,39,1738,78,147.5,133.4,1124,1.134,141900,199,539,11.3,811,Below LOD,15.42,0.075,1.33,2.97,0.403,18,6.22,71.3,26,116.4,23.8,208,40.7,10360,32,4,184.9,21.72,20.5,125,151.5,,,,,,,,,,,,
MK6_HQ_08_104,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,2.26,0.21,0.162,0.011,0.96107,6.17284,0.4191434,0.0963,0.004,0.49519,1181,64,977,65,1549,76,813,890,1460,0.939,139700,1890,636,98,5110,2.57,111,20.6,239,256,63,576,112,720,151,432,66.9,507,86,11820,51,Below LOD,472,50.8,25.2,814,792,,,,,,,,,,,,
MK6_HQ_08_105,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.714,0.16,0.265,0.0055,0.39854,3.773585,0.07831969,0.1007,0.0041,0.29884,1575,36,1515,28,1629,75,390,418,1140,0.931,142300,487,572,28.1,473,0.3,5.02,0.82,8.37,14.6,3.38,49.1,9.75,70.1,15.4,45.3,7.12,49.6,7.72,11680,54,Below LOD,405.2,45.1,19.6,383,392,,,,,,,,,,,,
MK6_HQ_08_106,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.52,0.19,0.2715,0.0076,0.2735,3.683241,0.1031036,0.0942,0.005,0.48221,1530,45,1547,39,1508,100,57.7,54.8,399,1.064,139700,250,4500,3900,1219,0.131,5.48,0.387,6.28,8.37,0.83,38.5,11.31,123.6,43.3,178.3,34.4,301.4,58,8300,72,Below LOD,64.2,6.72,7.65,52.9,61.1,,,,,,,,,,,,
MK6_HQ_08_11,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.719,0.21,0.3236,0.0069,0.20976,3.090235,0.06589191,0.1054,0.0045,0.44509,1776,36,1806,34,1716,76,132.2,99.6,834,1.328,143100,354,555,19.1,711,0.41,13.17,0.132,1.89,3.16,0.51,16.59,5.42,64.9,23.94,108.6,22.3,210,41.85,10140,65,Below LOD,161.4,19.04,14.88,90.1,129.6,,,,,,,,,,,,
MK6_HQ_08_12,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.66,0.22,0.2809,0.0083,0.14378,3.559986,0.10519,0.0941,0.0058,0.4794,1554,49,1595,42,1485,110,41.53,62.1,473,0.666,140400,113,563,15.3,188.2,Below LOD,28.69,0.085,0.85,1.26,0.339,5.38,1.599,17.17,5.96,27.12,5.65,55.6,11.59,8840,108,Below LOD,45.4,4.73,8.64,58.1,41.89,,,,,,,,,,,,
MK6_HQ_08_13,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.667,0.17,0.2837,0.0059,0.16939,3.52485,0.07330496,0.0945,0.0043,0.42323,1567,36,1610,30,1509,85,151.2,122.8,830,1.238,141900,395,545,12.5,941,0.023,10.64,0.091,1.18,2.71,0.343,17.49,6.26,79.4,30.73,142.1,29.74,281.2,56.71,10090,94,Below LOD,162.9,17.18,14.88,111.3,151,,,,,,,,,,,,
MK6_HQ_08_14,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,5.324,0.23,0.3419,0.0072,0.42377,2.924832,0.06159342,0.1129,0.0045,0.29078,1871,38,1895,35,1838,74,221.3,109.7,996,2.006,139700,436,540,8.7,962,Below LOD,2.57,0.077,1.16,3.77,0.095,22.41,7.44,89.6,32.55,142.4,28.7,251.2,49.1,10280,116,Below LOD,285.1,35.83,17.55,100.5,219.1,0.281452389,2.25E-05,0.00072982,1895,0.281576284,0.28186861,0.281798194,0.281426135,-5.332451204,0.787171615,2.843934058,2.694039298
MK6_HQ_08_15,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.55,0.2,0.3143,0.0069,0.53797,3.181674,0.06984902,0.1048,0.0044,0.11104,1737,37,1761,34,1699,78,191.7,108.2,766,1.79,138600,384,532,9.2,804,0.037,6.7,0.098,1.19,2.46,0.27,14.68,5.48,68.3,26.25,126.7,26.74,253.5,49.72,11000,55,Below LOD,226.7,26.33,13.42,96.2,188.5,,,,,,,,,,,,
MK6_HQ_08_16,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.543,0.2,0.3143,0.0068,0.44175,3.181674,0.06883672,0.104,0.0043,0.32849,1741,37,1761,33,1686,78,241.2,100.7,864,2.341,137300,255,550,6.1,631,Below LOD,8.66,0.032,0.61,1.55,0.152,11.1,4.15,54.6,21.17,97.2,20.84,196.4,39.46,10920,82,Below LOD,281,32.4,15.02,90.2,234,,,,,,,,,,,,
MK6_HQ_08_17,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.78,0.19,0.2795,0.0076,0.3362,3.577818,0.09728591,0.0972,0.0047,0.37446,1583,40,1588,38,1554,92,79.7,109.9,805,0.72,138000,93,553,13.2,185.2,Below LOD,32.92,0.038,0.72,1.13,0.314,4.66,1.356,16.5,5.89,26.88,5.99,55.6,12.02,9170,55,Below LOD,86,9.35,14.87,102.2,80.5,0.28150056,4.80E-05,0.000580455,1588,0.281775014,0.28209573,0.282021765,0.281483112,-10.35939325,1.679427936,2.909361582,2.751544467
MK6_HQ_08_18,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.55,0.21,0.3095,0.0068,0.49082,3.231018,0.07098844,0.1051,0.0043,0.18823,1736,38,1740,33,1721,77,207.7,133.1,1086,1.553,138700,356,551,6.07,885,Below LOD,11,0.047,1.07,2.8,0.192,16.53,6,75.7,29.7,137.1,28.37,263.7,51.64,10510,76,Below LOD,232.2,27.58,18.64,117,200.5,0.281609091,2.33E-05,0.000815293,1740,0.281676762,0.281983442,0.281911232,0.2815822,-3.357112347,0.815212023,2.605188644,2.45051057
MK6_HQ_08_19,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.368,0.2,0.3046,0.007,0.52374,3.282994,0.07544635,0.1044,0.0042,0.43224,1703,38,1713,35,1699,78,194.5,114.9,930,1.686,140600,189,532,2.14,531.4,Below LOD,11.65,0.029,0.83,2.13,0.133,11.46,3.9,47.7,18.26,80.6,16.45,150.8,30.14,10420,64,Below LOD,220.2,25.53,16.33,103.3,191.6,,,,,,,,,,,,
MK6_HQ_08_2,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.76,0.19,0.2613,0.0072,0.65194,3.827019,0.1054517,0.1031,0.0042,0.14268,1583,39,1495,37,1693,79,247,339,1445,0.784,137200,1060,541,19.8,2950,0.217,19.79,1.09,14,34.3,19.1,330,86,520,93,252,37,300,53.3,9400,99,Below LOD,242,27.9,25.9,319,248,,,,,,,,,,,,
MK6_HQ_08_20,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,2.072,0.1,0.1958,0.0058,0.33236,5.107252,0.1512874,0.0773,0.0037,0.38347,1141,36,1152,31,1113,97,181.8,239.8,1095,0.761,137900,223,569,11.4,599,0.098,47.2,0.25,3.35,4.64,1.26,18,5.28,56,19.07,84.5,17.31,154.8,30,9940,85,Below LOD,136.4,11.83,20.44,226.5,186.4,0.28172443,1.99E-05,0.000419214,1152,0.2820553,0.282416057,0.282337088,0.281715326,-12.0534584,0.696806145,2.680424924,2.510339821
MK6_HQ_08_21,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.67,0.18,0.2827,0.0064,0.24694,3.537319,0.08008079,0.0963,0.0045,0.37651,1564,38,1604,32,1548,89,133.6,82.2,597,1.624,138800,137,534,Below LOD,289.7,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,120.1,Below LOD,8280,71,Below LOD,152.3,Below LOD,Below LOD,80.3,141.9,0.281930289,2.56E-05,0.000776755,1604,0.281764684,0.282083925,0.282010145,0.281906702,5.040293807,0.895328948,1.989428207,1.829306214
MK6_HQ_08_22,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,5.48,0.49,0.269,0.02,0.97698,3.717472,0.276392,0.1463,0.0059,0.51426,1848,82,1520,100,2300,69,604,894,2410,0.69,138700,1650,624,90,3320,1.7,68.5,9.8,111,134,35.7,334,70.7,472,104,303,48.6,391,65.8,10190,110,2.7,547,89.2,42.2,794,583,,,,,,,,,,,,
MK6_HQ_08_23,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.662,0.21,0.3247,0.0069,0.56516,3.079766,0.06544621,0.1055,0.0042,0.35629,1760,37,1812,33,1725,73,257.3,178.3,1538,1.422,141800,193,543,Below LOD,687,Below LOD,22.29,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,58.7,22.36,103.7,21.8,197,39.08,10800,46,Below LOD,307.3,36.28,27.39,164.1,253.8,,,,,,,,,,,,
MK6_HQ_08_24,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.83,0.2,0.2877,0.0077,0.032145,3.475843,0.09302743,0.0978,0.0055,0.55094,1595,42,1629,38,1593,110,99.2,53.91,426,1.84,138600,631,522,9.2,1227,Below LOD,11.03,0.02,0.67,2.22,0.262,16.57,6.7,95.2,40.7,201.6,46.24,460,96.3,11360,72,Below LOD,115.9,12.48,8.08,52.5,105.9,0.28193403,3.16E-05,0.001487312,1629,0.281748539,0.282065473,0.281991981,0.281888151,4.955204503,1.10655138,2.014354375,1.854978694
MK6_HQ_08_25,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.59,0.22,0.3175,0.0071,0.36308,3.149606,0.07043214,0.1068,0.0047,0.40303,1748,42,1777,35,1735,81,140.8,109.8,898,1.278,134900,232,550,12.5,703,Below LOD,8.61,0.059,1.22,2.54,0.315,15.63,5.21,61.8,24.41,106.1,21.41,194.7,39,9550,56,Below LOD,165.8,19.38,16.02,100.4,139.1,0.281619092,2.35E-05,0.000565274,1777,0.281652803,0.281956061,0.281884279,0.281600045,-1.87317545,0.820851135,2.544517795,2.390647789
MK6_HQ_08_26,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.28,0.25,0.3104,0.0089,0.26904,3.221649,0.09237333,0.1029,0.006,0.19125,1689,48,1741,44,1643,110,35.74,33.11,270,1.077,138600,751,546,7.3,350,4.73,12,1.53,9.81,5.08,5.57,15.47,3.62,35.4,12.71,54.4,10.91,105.3,24.74,5214,49,Below LOD,41.7,4.67,4.89,30.31,36.41,,,,,,,,,,,,
MK6_HQ_08_27,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.62,0.23,0.3209,0.0089,0.43618,3.116236,0.08642723,0.1055,0.0049,0.25577,1754,43,1798,44,1718,83,116.6,130.8,688,0.899,143200,379,553,11.2,760,Below LOD,7.55,0.126,1.4,3.25,0.678,18.83,5.98,70.6,26.31,110,23.47,211.2,40.9,9660,63,Below LOD,144.6,16.91,12.48,121.2,119,0.281608104,2.12E-05,0.000647782,1798,0.281639198,0.281940512,0.281868972,0.281586014,-1.888357802,0.743014131,2.56178961,2.408527107
MK6_HQ_08_28,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.7,0.18,0.2782,0.0065,0.19073,3.594536,0.08398449,0.0984,0.0045,0.44997,1574,38,1581,33,1598,83,109.5,127,955,0.863,138100,296,551,11.2,862,Below LOD,33.3,0.099,2.08,4.23,1.57,20.69,6.8,77.9,28.6,129,28.1,264.3,55.43,8130,91,Below LOD,112.7,12.33,17,115.9,109.4,,,,,,,,,,,,
MK6_HQ_08_29,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.688,0.18,0.2824,0.0068,0.12349,3.541076,0.08526671,0.0974,0.0046,0.52494,1570,40,1603,34,1576,89,76.3,88.7,638,0.865,140500,365,547,13.3,1128,Below LOD,23.78,0.142,2.72,5.04,1.51,26.5,8.58,101.6,37.3,172.6,35.5,342,69.3,8760,48,Below LOD,80.5,8.59,11.57,81.9,75.8,,,,,,,,,,,,
MK6_HQ_08_3,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.61,0.22,0.3122,0.0071,0.58677,3.203075,0.07284379,0.106,0.0043,0.11653,1751,39,1751,35,1727,74,284.2,73.5,594,3.79,131200,414,529,3.9,868,Below LOD,4.2,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,29.07,140.7,31.37,299,60.6,11840,56,Below LOD,321.6,38.16,10.54,65,272.1,0.281631277,2.37E-05,0.000874235,1751,0.281669641,0.281975304,0.281903221,0.281602256,-2.392321958,0.831030886,2.555583121,2.401054014
MK6_HQ_08_30,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.57,0.21,0.2663,0.008,0.60592,3.755163,0.11281,0.1006,0.0056,0.087076,1536,45,1532,38,1636,100,155.7,116.8,723,1.337,216000,532,546,13.5,1154,1.49,14.3,0.81,8,5.98,1.19,24.4,8.13,99.6,39,182.1,38.2,368.6,75.6,9450,67,5.1,178.3,19.3,15.4,129.7,182.8,,,,,,,,,,,,
MK6_HQ_08_31,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.681,0.17,0.2761,0.0064,0.4846,3.621876,0.08395511,0.0963,0.004,0.28305,1569,35,1571,32,1549,78,296.6,370.6,2569,0.801,145200,468,547,7.1,1553,0.056,39.1,0.282,3.49,6.48,1.35,34.2,11.38,133.4,52.5,240.4,51.39,483.4,100.7,10370,61,Below LOD,304.9,32.8,46.2,337.4,293.7,,,,,,,,,,,,
MK6_HQ_08_32,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.236,0.18,0.2944,0.0062,0.082337,3.396739,0.07153459,0.1047,0.0043,0.66113,1680,35,1667,30,1709,74,435.8,287.2,709,1.529,147300,1102,577,22.3,1886,0.468,7.33,1.09,10.44,14.38,4.02,53.7,16.38,179.4,62.9,276.3,57.2,533,99,11570,67,Below LOD,478.6,56.2,12.57,259.4,428.6,,,,,,,,,,,,
MK6_HQ_08_33,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.5,0.22,0.3117,0.0072,0.4069,3.208213,0.07410694,0.1062,0.0048,0.17421,1729,42,1748,36,1733,83,92.3,50.6,411,1.81,142500,203,559,8,516.2,Below LOD,6.75,0.06,0.97,1.82,0.12,10.49,3.79,44.5,17.55,79.7,16.49,152.7,30.72,10160,46,Below LOD,109.1,12.79,7.47,47.75,94.2,,,,,,,,,,,,
MK6_HQ_08_34,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.017,0.18,0.2814,0.0079,0.59788,3.55366,0.09976516,0.1053,0.0044,0.5152,1636,37,1597,40,1721,79,396,433,2630,0.903,136700,505,527,5.1,1573,0.1,12.24,0.418,4.94,10.2,1.16,45.8,14.06,155,54.7,229.2,45.4,407,75,10550,59,Below LOD,376,43.5,43.4,375,362,,,,,,,,,,,,
MK6_HQ_08_35,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.051,0.19,0.3013,0.0069,0.48795,3.318951,0.07600652,0.1002,0.0041,0.31612,1641,38,1697,34,1629,83,175.1,115.2,890,1.525,143700,291,546,9,699,Below LOD,10.04,0.029,0.73,2.11,0.193,13.18,4.73,59.8,23.23,108.2,22.58,207.4,41.46,10380,69,Below LOD,202.6,22.48,16.52,108.7,180.9,0.281576695,2.28E-05,0.000771109,1697,0.281704585,0.28201524,0.281942533,0.2815519,-5.42003995,0.798289592,2.696125635,2.540570046
MK6_HQ_08_36,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.57,0.21,0.3189,0.0076,0.40075,3.135779,0.07473165,0.1048,0.0045,0.48621,1740,38,1787,36,1709,80,124.7,138.5,971,0.918,141100,271,540,13.7,1071,0.025,11.72,0.282,4.51,7.27,1.33,32.8,9.49,106.9,37.21,158,30.59,267.6,53.2,8560,47,Below LOD,152.8,18.06,18.26,131.7,129.5,,,,,,,,,,,,
MK6_HQ_08_37,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.937,0.18,0.2905,0.0063,0.30175,3.442341,0.07465317,0.101,0.0043,0.39067,1618,38,1643,32,1655,79,155.2,120.1,912,1.281,143400,284,552,8.4,658,0.49,13.64,0.249,2.16,2.49,0.281,13.74,4.63,58.5,22.58,102,21.31,198.6,39.22,9510,39,3.1,172.3,19.01,16.65,113.7,157.6,,,,,,,,,,,,
MK6_HQ_08_38,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.04,0.19,0.297,0.0081,0.37722,3.367003,0.09182736,0.1006,0.0045,0.32411,1641,39,1675,40,1633,84,122.2,84.4,642,1.438,144300,201,551,9.5,457.9,Below LOD,11.36,Below LOD,0.5,1.31,0.205,8.05,3.24,38.6,15.04,71.2,15.11,143.4,29.21,10050,89,Below LOD,135.7,15.07,11.62,79.2,122.4,,,,,,,,,,,,
MK6_HQ_08_39,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.511,0.16,0.2704,0.0053,0.39835,3.698225,0.0724874,0.0955,0.0039,0.25613,1529,35,1545,26,1538,76,278.9,351,2354,0.8,141100,451,539,6.6,1939,3.7,94.4,2.32,11.8,11.9,3.59,50.8,15,171,64.1,294.1,64.3,614,127.2,8720,34,2.7,273.1,29,41.1,310.3,268.3,0.28202095,3.06E-05,0.001237821,1545,0.281802758,0.282127438,0.282052978,0.281984765,6.458662004,1.069692887,1.856054325,1.693942361
MK6_HQ_08_4,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.016,0.18,0.2915,0.0061,0.25027,3.430532,0.07178814,0.0997,0.0042,0.50195,1638,35,1649,31,1621,79,280.6,174.1,1310,1.616,135400,600,524,4.7,632,11.8,46,3.99,19.2,6.23,0.416,15.6,4.71,54.2,21.16,97.6,20.32,188,37.29,10450,93,Below LOD,310.9,34.4,23.53,156.7,274.8,,,,,,,,,,,,
MK6_HQ_08_40,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.35,0.21,0.3055,0.007,0.59327,3.273322,0.07500248,0.1052,0.0044,0.014773,1702,37,1718,34,1710,77,227,228.5,1584,0.979,145600,245,556,12.5,530,Below LOD,44.59,Below LOD,3.57,5.74,1.62,21.3,5.42,54,17.28,72.6,14.93,144.5,29.29,10110,56,Below LOD,254.6,29.34,27.59,206.3,221.3,,,,,,,,,,,,
MK6_HQ_08_41,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.88,0.19,0.2879,0.0072,0.12715,3.473428,0.08686587,0.1003,0.0048,0.5263,1611,41,1630,36,1616,91,229.7,232.2,1800,0.986,143200,336,536,Below LOD,1181,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,94.3,Below LOD,181.6,Below LOD,407,85.5,9510,50,Below LOD,266.3,Below LOD,Below LOD,222.6,243.7,,,,,,,,,,,,
MK6_HQ_08_42,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.631,0.21,0.3155,0.0077,0.7027,3.169572,0.07735564,0.1099,0.0045,0.17079,1755,39,1766,38,1798,76,179.9,130.9,1070,1.384,141800,490,540,7.5,1081,0.12,8.08,0.161,2.66,4.66,0.439,23.97,8.2,99.5,36.68,161.9,32.61,296.2,57.3,10530,62,Below LOD,221.8,26.38,19.77,124.2,187.3,,,,,,,,,,,,
MK6_HQ_08_43,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.27,0.21,0.2927,0.0071,0.21083,3.416467,0.08287297,0.1071,0.0051,0.35582,1682,41,1662,37,1738,90,48.04,62.5,496,0.764,140600,211,550,8.6,607,Below LOD,5.86,0.046,1.12,2.57,0.103,13.36,4.66,55.2,20.96,93.1,18.64,172.2,33.78,9950,76,3.5,54.8,6.39,9.28,60,49.73,,,,,,,,,,,,
MK6_HQ_08_44,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.161,0.19,0.3025,0.0068,0.30033,3.305785,0.07431186,0.1029,0.0045,0.41303,1674,36,1703,33,1679,83,93.8,68.52,531,1.371,141900,256,557,8.7,602,Below LOD,4.68,0.044,1.02,2.05,0.045,12.45,4.52,53.3,20.62,92.7,18.91,176.3,34.23,10950,35,Below LOD,106.3,11.91,9.38,62.9,94,,,,,,,,,,,,
MK6_HQ_08_45,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.35,0.17,0.2675,0.0061,0.38722,3.738318,0.08524762,0.0957,0.0044,0.20622,1491,38,1527,31,1522,85,119.8,102.9,732,1.162,141000,232,543,8.8,893,Below LOD,11.11,0.053,1.39,2.77,0.18,17.34,6.28,77.1,30.29,140.7,28.9,268,53.43,9690,59,Below LOD,119.8,12.43,13.37,95.8,121.6,0.281930949,2.31E-05,0.000937205,1527,0.281814365,0.282140703,0.282066036,0.281903875,3.17619866,0.808487189,2.042624552,1.880592823
MK6_HQ_08_46,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,3.92,0.19,0.2937,0.0073,0.3589,3.404835,0.08462817,0.1009,0.0045,0.30619,1622,41,1659,37,1630,84,123.5,165.2,1280,0.755,143100,346,553,8.3,983,0.0141,22.84,0.18,2.66,4.91,1.44,22.7,7.07,82.3,32.42,145.4,31.9,300.2,63,9050,43,Below LOD,135.8,14.82,22.8,153.6,124.7,,,,,,,,,,,,
MK6_HQ_08_47,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,2.253,0.11,0.2083,0.0049,0.40054,4.800768,0.1129321,0.0818,0.0038,0.11713,1209,37,1219,26,1243,92,165.8,125.5,700,1.322,142600,225,566,14.1,531.7,Below LOD,28.89,0.047,0.8,1.58,0.327,9.44,3.45,45.4,17.85,84.9,19.17,187.6,38.66,10500,32,Below LOD,129.5,11.27,12.45,115.3,166.8,0.282047335,2.21E-05,0.000666165,1219,0.282012377,0.282367002,0.282288799,0.282032017,0.696432884,0.774082372,1.953624961,1.783023134
MK6_HQ_08_48,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.64,0.23,0.3166,0.0085,0.49083,3.15856,0.08480024,0.1089,0.0049,0.22039,1754,40,1771,42,1776,82,123.4,78.3,657,1.567,142500,228,545,10.1,562,Below LOD,9.55,0.043,1.03,2.2,0.624,12.36,4.24,52.6,19.14,85,17.51,161,32.34,8540,55,Below LOD,146.9,17.34,11.97,72,122.4,,,,,,,,,,,,
MK6_HQ_08_49,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.18,0.23,0.2996,0.0091,0.46393,3.337784,0.1013813,0.1029,0.0051,0.25457,1672,43,1688,45,1665,92,99.4,70,530,1.433,138900,176,562,12.1,425.7,Below LOD,7.13,0.036,0.67,1.29,0.114,9.52,2.86,38.3,14.27,67.3,13.97,130.8,26.33,10350,37,Below LOD,114.4,12.88,10.13,66.5,103.3,0.281593605,1.97E-05,0.00046361,1688,0.281710406,0.282021892,0.281949081,0.281578778,-4.672439409,0.689781759,2.644153486,2.488207947
MK6_HQ_08_5,Blades et al 2021,HQ-08,-23.7269,133.8653,Heavitree,4.06,0.23,0.2799,0.011,0.87655,3.572705,0.1404064,0.1037,0.0041,0.044953,1647,45,1594,54,1689,72,254,407,1870,0.623,140000,627,558,19.1,1683,0.303,14.9,0.85,10.1,14.1,2.83,61,16.9,177.6,57.6,232.3,44.9,374,70.6,9470,108,Below LOD,253,29.5,32.8,367,249,,,,,,,,,,,,
