Analysis,Reference,Sample_number,Latitude,Longitude,Formation,Final207_235,Final207_235_Prop2SE,Final206_238,Final206_238_Prop2SE,ErrorCorrelation_6_38vs7_35,U238Pb206,U238Pb206_error_2s_abs,Pb207Pb206,Pb207Pb206_error_2s_abs,ErrorCorrelation_38_6vs7_6,FinalAge207_235,FinalAge207_235_Prop2SE,U238Pb206_age,U238Pb206_age_error_2s,FinalAge207_206,Pb207Pb206_age_error_2s,Approx_U_PPM,Approx_Th_PPM,Approx_Pb_PPM,Final_U_Th_Ratio,Si,P,Ti_ppm_m47,Ti,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Hg202_CPS,Pb_ppm_m204,Pb_ppm_m206,Pb_ppm_m207,Pb_ppm_m208,Th,U,Hf176Hf177,Hf176Hf177_error_2s,Lu176Hf177,U/Pb AGE,Hf Chur (t),Hf DM (t),Hf NC(t),Hfi,epsilon,2s,T(DM)_crustal,T(NC)_crustal
MK1-HQ05-083-131,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.443,0.12,0.3083,0.0062,0.43332,3.243594,0.06522959,0.1034,0.0018,0.29598,1722,21,1732,30,1696,30,328.4,172.3,1345,1.909,141500,713,788,1.42,1497,Below LOD,7.35,0.053,0.99,3.62,0.413,26.23,9.94,128.1,49.66,227.3,47.02,429.5,84.7,10500,100,Below LOD,429.7,49.03,26.93,166.4,365.4,,,,,,,,,,,,
MK1-HQ05-084-132,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.22,0.08,0.1983,0.005,0.26534,5.042864,0.1271524,0.0803,0.0027,0.3485,1187,26,1165,27,1187,69,184.7,221.2,1148,0.833,136900,239,776,10.4,764,0.0175,39.18,0.061,1.1,2.41,0.311,13.82,4.89,62.5,24.72,118.3,27.81,271.6,55.72,11030,150,Below LOD,163,14.25,23.14,220.2,213.4,,,,,,,,,,,,
MK1-HQ05-085-133,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.26,0.15,0.2666,0.007,0.30286,3.750938,0.09848674,0.0883,0.0034,0.2707,1473,35,1523,36,1374,76,54.3,41.6,287,1.285,140300,292,793,13.1,857,Below LOD,11.43,0.077,1.53,3.29,0.48,17.2,6.11,77.2,29.1,133.1,28.52,263.8,54.3,9180,270,Below LOD,61.7,6.03,5.69,41,60.7,,,,,,,,,,,,
MK1-HQ05-086-134,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.739,0.092,0.2241,0.0055,0.30884,4.462294,0.1095164,0.0864,0.0024,0.41742,1339,26,1303,29,1333,56,138.3,98.8,597,1.383,140800,367,788,10.5,1192,Below LOD,35.02,0.111,2.05,4.14,0.535,23.68,8.21,101.6,40.25,183.2,39.53,379,73.7,8230,110,Below LOD,132.4,12.53,11.55,95.6,153.3,,,,,,,,,,,,
MK1-HQ05-087-135,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,5.83,0.19,0.3533,0.0091,0.44406,2.830456,0.07290446,0.1178,0.003,0.41007,1951,28,1949,43,1929,46,88.8,100.7,900,0.946,140000,515,785,14.7,1559,0.072,4.62,0.423,6.99,9.12,0.387,44.1,13.68,153.6,54.5,223,41.7,365,67.4,9810,-30,Below LOD,128.7,16.7,16.4,91.4,94.9,,,,,,,,,,,,
MK1-HQ05-088-136,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.83,0.48,0.1754,0.0066,0.91125,5.701254,0.2145284,0.108,0.011,-0.76421,1267,73,1040,36,1610,120,439,688,2860,0.665,141800,4610,787,20.4,14100,7.6,106,5,68,241,104,1250,277,1990,469,1370,213,1510,242,9140,170,15.3,316,38.8,55.6,645,477,,,,,,,,,,,,
MK1-HQ05-089-137,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.146,0.062,0.195,0.004,0.23314,5.128205,0.105194,0.0789,0.0017,0.39596,1162,20,1148,21,1164,45,235.2,297.7,1494,0.789,136900,539,769,7.38,1173,9.3,100.4,2.9,14.1,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,175.7,37.54,348.9,68.09,9950,72,Below LOD,171.3,14.91,26.19,252.9,230.8,,,,,,,,,,,,
MK1-HQ05-090-138,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.71,0.12,0.277,0.0063,0.4975,3.610108,0.08210716,0.0957,0.0021,0.24023,1570,25,1576,32,1538,41,124.3,103.8,747,1.188,136000,290,774,6.49,711,Below LOD,18.6,Below LOD,Below LOD,1.76,0.318,12.19,4.59,57.6,23.42,112.7,24.75,235.6,48.77,10000,26,Below LOD,129.3,13.82,13.2,89.8,122.7,,,,,,,,,,,,
MK1-HQ05-091-139,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,10.76,0.28,0.474,0.0097,0.41368,2.109705,0.04317328,0.1638,0.0028,0.44209,2505,24,2504,43,2490,29,147.1,112.9,1329,1.268,137700,98,773,5.26,344.9,Below LOD,47.38,0.089,1.43,2.69,1.16,10.23,2.746,26.84,9.47,42.6,9.6,96.3,21.07,7367,110,Below LOD,275.1,49.57,24.74,103.6,151.9,,,,,,,,,,,,
MK1-HQ05-092-140,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.74,0.21,0.2695,0.0091,0.060654,3.710575,0.1252921,0.0993,0.0056,0.41379,1569,45,1541,45,1560,120,30.28,105.3,740,0.2818,134800,227,810,19.3,1081,0.03,30.1,0.376,6.19,9.05,2.91,36.2,10.41,112.3,37.54,156.3,30.89,283.6,53.1,8440,120,Below LOD,33.9,3.76,14.19,100.1,32.63,,,,,,,,,,,,
MK1-HQ05-093-141,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.026,0.057,0.1466,0.0035,0.53016,6.821282,0.1628546,0.0993,0.0017,0.33578,1125,20,882,20,1614,32,705,288.9,1429,2.429,138200,690,778,12.3,1532,0.61,18.37,0.494,4.3,7.15,2.95,37,12.41,142.1,49.8,238.3,53.3,548,102.5,10860,170,Below LOD,402.1,43.95,26.03,254.6,724,,,,,,,,,,,,
MK1-HQ05-094-142,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.661,0.13,0.3106,0.0068,0.46435,3.219575,0.07048651,0.107,0.0021,0.34359,1760,25,1743,34,1747,34,172.3,76.86,606,2.197,139900,438,775,5.5,1038,Below LOD,3.88,0.0245,0.7,1.99,Below LOD,16.65,6.6,88,35.42,164.3,34.68,320.2,63.6,11010,230,Below LOD,216.9,25.82,11.57,71.8,183,,,,,,,,,,,,
MK1-HQ05-095-143,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.596,0.079,0.2189,0.0048,0.011475,4.568296,0.1001728,0.0852,0.002,0.48335,1299,22,1278,25,1315,47,192.4,81.4,481,2.336,141000,211,785,4.5,1434,0.88,17.07,0.41,3.73,5.27,0.224,28.2,10.41,132.6,49.6,226,44,386,68.1,9550,200,Below LOD,165.4,15.64,8.91,73.5,196.9,,,,,,,,,,,,
MK1-HQ05-096-144,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.598,0.11,0.2677,0.006,0.35767,3.735525,0.08372488,0.0979,0.0021,0.28946,1546,25,1529,31,1588,41,244.8,313,2070,0.765,138900,322,783,8.8,1046,0.212,47.19,0.105,1.37,2.94,0.562,17.4,6.78,85.1,34.7,169.8,36.72,361.4,72.1,10920,90,Below LOD,260.1,28.14,38.84,288.6,254.4,,,,,,,,,,,,
MK1-HQ05-097-145,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,1.67,0.14,0.1115,0.007,0.96978,8.96861,0.5630517,0.0986,0.0019,-0.36533,977,45,679,40,1591,36,945,476,2030,1.936,137100,1730,796,32.4,4900,1.22,161,3.78,40,62.7,28.6,221,63.6,580,169,667,137,1250,223,10680,300,Below LOD,417,45.4,37.7,435,957,,,,,,,,,,,,
MK4_HQ_05_1,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.56,0.14,0.2714,0.0056,0.54918,3.684598,0.07602709,0.0973,0.0033,0.25095,1543,32,1547,28,1574,61,313.6,253.8,1681,1.249,131600,274,701,Below LOD,936,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,77.6,Below LOD,145.3,Below LOD,309.2,63.2,10340,114,Below LOD,291.6,Below LOD,Below LOD,226.9,290.5,,,,,,,,,,,,
MK4_HQ_05_10,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,0.132,0.014,0.243,0.006,-0.1872,4.115226,0.1016105,0.0979,0.004,0.40391,124,12,1401,31,1580,74,83.5,115.8,802,0.735,135200,199,701,8.2,928,0.061,27.91,0.475,6.4,7.91,1.93,30.1,8.06,88.9,31.5,135.9,26.6,241.1,47.8,8860,107,2.4,75.8,8.2,14.29,98.4,73.2,,,,,,,,,,,,
MK4_HQ_05_100,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.751,0.11,0.2169,0.0041,0.18691,4.61042,0.08714947,0.0904,0.0031,0.33647,1342,28,1265,22,1430,64,354.2,200.1,1113,1.751,141000,487,702,8.4,1107,0.283,22.02,0.388,3.74,6.31,2.1,23.53,8.17,99.3,37.27,177.1,38.56,382.8,73.3,10330,65,Below LOD,298.2,29.64,22.94,198.4,361.4,,,,,,,,,,,,
MK4_HQ_05_101,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.171,0.13,0.2515,0.0048,0.31797,3.976143,0.07588663,0.0903,0.0035,0.31566,1447,32,1446,25,1433,72,130.5,108.3,688,1.206,139500,177,700,9,523.9,Below LOD,13.04,0.0235,0.625,1.65,0.252,9.96,3.205,42.25,16.81,81.3,17.52,170.9,36.52,10210,46,Below LOD,129.9,13.19,14.29,108.4,135.2,,,,,,,,,,,,
MK4_HQ_05_102,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.185,0.087,0.205,0.0041,0.4478,4.878049,0.09756098,0.0768,0.0026,0.27602,1178,27,1202,22,1123,74,412.5,327.1,1809,1.259,143300,334,706,16,927,0.141,40.21,0.14,2.27,3.65,0.636,17.92,6.38,81.1,30.12,146.3,32.45,320.9,65.8,10490,50,Below LOD,342.4,28.83,37.92,333,431.3,,,,,,,,,,,,
MK4_HQ_05_103,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,0.124,0.012,0.2589,0.0061,0.071545,3.862495,0.0910051,0.0993,0.0039,0.43242,118.1,10,1484,31,1606,70,92.5,94.5,689,0.972,140500,251,710,11.1,743,Below LOD,16.61,0.096,1.68,3.21,0.85,16.57,5.32,62.4,23.62,113.8,23.73,229.3,48.6,9100,111,1.9,109.7,11.85,14.69,97.1,98.2,,,,,,,,,,,,
MK4_HQ_05_104,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.146,0.16,0.2952,0.0057,0.47796,3.387534,0.0654097,0.1013,0.0033,0.33078,1663,31,1667,28,1645,60,291.4,150,1064,2.17,141200,135,689,4.12,481,0.0115,8.04,0.093,1.31,1.72,0.56,6.6,2.52,32.7,13.6,78.7,19.3,230,57.4,11000,63,Below LOD,343,38.2,22.7,151,306,,,,,,,,,,,,
MK4_HQ_05_105,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.574,0.15,0.239,0.0051,0.47735,4.1841,0.08928415,0.1055,0.0037,0.19465,1542,32,1381,26,1724,62,350.4,206.7,1247,1.67,135600,309,705,12.1,941,0.174,59.3,0.481,4.94,7.73,2.95,23.3,7.33,87,30.63,144.3,29.97,289.5,57,10590,99,4.6,317.3,37.18,24.65,200.2,354,,,,,,,,,,,,
MK4_HQ_05_106,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.922,0.13,0.2264,0.0047,0.35943,4.416961,0.09169486,0.0943,0.0035,0.28694,1384,33,1315,24,1507,74,112,67.4,419,1.65,135100,290,702,14.9,667,0.0152,22.05,0.086,1.33,2.65,0.693,15.51,5.07,61.1,22.42,106.7,22.4,217.8,42.86,9220,74,Below LOD,100.7,10.19,8.81,68,117.2,,,,,,,,,,,,
MK4_HQ_05_107,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.186,0.12,0.2523,0.0047,0.75369,3.963535,0.07383518,0.0907,0.0029,0.27088,1454,30,1450,24,1442,59,442.4,151.1,935,2.941,138700,370,688,6.4,957,0.029,19.09,0.082,0.99,2.29,0.241,15.35,6.08,79.7,32.17,158.6,35.88,348.6,70.9,11520,87,Below LOD,424.6,42.01,18.56,145.8,443.8,,,,,,,,,,,,
MK4_HQ_05_108,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.75,0.16,0.278,0.0067,0.61895,3.597122,0.08669324,0.0977,0.0037,0.32257,1581,36,1584,35,1565,71,144.9,129.7,887,1.115,135600,372,709,Below LOD,1090,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,93.6,Below LOD,175.4,Below LOD,362.3,72.9,10740,50,Below LOD,160.9,Below LOD,Below LOD,134.2,154.7,,,,,,,,,,,,
MK4_HQ_05_109,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,5.103,0.2,0.3276,0.0064,0.5726,3.052503,0.05963376,0.1125,0.0038,0.42129,1837,34,1826,31,1846,59,349.2,158.8,1265,2.178,138100,225,701,4.84,740,0.029,10.75,0.1,1.26,2.77,0.444,15.89,5.44,65.7,24.81,114.9,23.95,220.1,42.02,10230,68,Below LOD,443,54,25.25,155.2,353.7,0.281506539,2.20E-05,0.000625116,1826,0.281621049,0.28191977,0.281848555,0.281484884,-4.835036041,0.771050271,2.760711494,2.608758281
MK4_HQ_05_11,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,5.79,0.24,0.3581,0.0074,0.66483,2.792516,0.05770628,0.12,0.0038,0.29981,1943,36,1972,35,1959,60,184.4,148.1,1210,1.247,129500,185,688,6,1081,Below LOD,6.64,0.075,1.62,3.82,0.215,25.3,8.46,99,36.97,161.4,30.79,265.9,50.37,10200,80,Below LOD,202.3,26.38,20.52,120.4,155.6,0.281331165,2.49E-05,0.000498756,1972,0.281526261,0.281811441,0.281741919,0.281312481,-7.593620685,0.871214522,3.038436326,2.89111044
MK4_HQ_05_110,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.56,0.18,0.311,0.0062,0.51138,3.215434,0.0641019,0.1043,0.0034,0.30287,1744,33,1745,31,1696,60,240.8,132.7,1043,1.833,134900,290,688,9.3,775,Below LOD,14.7,0.059,1.17,2.22,0.25,14.4,5.1,65.8,25.82,123.2,25.45,242.6,48.9,10170,57,Below LOD,298.5,34.4,21.07,130.6,249.9,,,,,,,,,,,,
MK4_HQ_05_111,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,6.28,0.32,0.312,0.01,0.83495,3.205128,0.1027285,0.1429,0.0045,-0.12946,2013,44,1747,51,2265,57,293,117.2,910,2.59,140200,401,680,9.7,676,0.173,16.38,0.412,4.58,8.23,3.55,25.9,6.72,67.7,21.23,93,20.43,203.1,41.99,9380,104,Below LOD,346.6,54.5,18.6,116.5,295,,,,,,,,,,,,
MK4_HQ_05_112,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.86,0.17,0.2793,0.0058,0.47915,3.58038,0.07435088,0.1007,0.0037,0.13131,1603,35,1587,29,1635,68,136,129,953,1.05,138900,417,697,7.1,757,0.76,18.2,0.321,2.44,2.93,1.038,12.22,4.24,53.1,23.2,120.3,29,324,76.3,8940,95,Below LOD,152.5,16.91,19.66,128.2,142.2,,,,,,,,,,,,
MK4_HQ_05_113,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.6,0.19,0.3104,0.0067,0.41379,3.221649,0.06953947,0.1066,0.0038,0.44962,1752,34,1742,33,1738,66,192.7,119.8,939,1.582,136400,231,708,4.14,1307,Below LOD,6.11,0.277,5.15,8.19,0.752,39.3,11.82,129.6,45.3,195.7,37.07,334.4,63.1,8950,74,Below LOD,235.5,27.1,18.65,119.1,197,0.281737611,2.31E-05,0.000580828,1742,0.281675467,0.281981963,0.281909776,0.281718431,1.525291464,0.80847368,2.311783319,2.156308689
MK4_HQ_05_114,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.101,0.16,0.2883,0.0067,0.59111,3.468609,0.08060937,0.1009,0.0034,0.14073,1652,32,1632,34,1643,67,182.5,231.5,1752,0.78,139700,228,704,4.47,1067,Below LOD,55.45,0.074,1.5,3.14,0.723,18.76,6.69,87.2,34.68,167.3,36.69,355.4,73.9,9960,64,Below LOD,212.4,23.59,36.8,236.1,194.1,,,,,,,,,,,,
MK4_HQ_05_115,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.801,0.16,0.2747,0.0063,0.57486,3.640335,0.08348784,0.0997,0.0035,0.091431,1589,35,1564,32,1609,64,137.2,75,532,1.815,138400,251,807,124,1008,0.194,17.52,0.204,2.11,4.03,0.12,20.37,7.17,91.7,34.11,158.5,32.2,308.8,59.78,10130,95,Below LOD,157.7,16.7,11.24,77.9,149.2,,,,,,,,,,,,
MK4_HQ_05_116,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.894,0.11,0.1833,0.0042,0.79503,5.455537,0.1250041,0.1127,0.0034,0.38051,1379,29,1085,23,1842,56,1318,453,2019,2.882,141400,1159,838,153,4490,1.34,55.7,3.45,35.1,73,32.6,235,58.2,526,147.8,599,118.8,1145,209.2,11040,45,4.7,950,116.7,40.1,452,1341,,,,,,,,,,,,
MK4_HQ_05_117,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.63,0.19,0.3134,0.0066,0.33944,3.19081,0.06719639,0.1054,0.0039,0.42121,1757,36,1760,33,1720,68,100.9,91.8,729,1.103,140600,189,706,19.9,543.3,1.1,13.7,0.255,1.88,2.64,Below LOD,12.7,4.15,49.7,17.87,80.2,16.03,146.5,28.2,9480,74,Below LOD,128.8,14.99,14.99,93.5,108.4,,,,,,,,,,,,
MK4_HQ_05_118,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.341,0.095,0.208,0.0042,0.28004,4.807692,0.0970784,0.0817,0.0031,0.46886,1223,29,1218,23,1240,73,186.3,231,1181,0.826,140600,225,704,10.6,1079,0.16,28.05,0.252,4.33,6.73,0.99,31.1,9.26,106.2,37.4,162.9,33.1,306,57.7,9900,73,Below LOD,155.4,13.79,24,230,196.1,0.282039333,2.12E-05,0.000537546,1218,0.282013018,0.282367734,0.28228952,0.282026983,0.495200478,0.740845572,1.965205733,1.794613833
MK4_HQ_05_119,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.827,0.19,0.3208,0.0066,0.41278,3.117207,0.06413206,0.1078,0.0038,0.39405,1789,33,1793,32,1762,61,172.1,84.6,694,2.008,142200,264,696,7,656.3,Below LOD,8.29,0.031,0.64,1.75,0.21,11.68,4.23,54.8,21.64,103.3,21.74,202.8,40.69,10540,102,2,227.1,26.74,14.16,87.7,184.5,0.281540536,3.34E-05,0.000537402,1793,0.281642438,0.281944214,0.281872617,0.281522262,-4.266965886,1.167946224,2.701037281,2.548040372
MK4_HQ_05_12,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.747,0.17,0.3088,0.0065,0.45473,3.238342,0.06816458,0.1136,0.0037,0.5995,1774,31,1734,32,1852,58,519.5,49,340,10.93,136900,478,709,5.2,922,0.048,1.199,0.073,0.82,2.9,0.67,15.9,5.64,76,30.3,151.9,34.5,362.7,74.4,12170,94,Below LOD,524.7,65.1,6.02,41.4,470.1,,,,,,,,,,,,
MK4_HQ_05_120,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.98,0.19,0.2827,0.0068,0.54076,3.537319,0.08508584,0.101,0.0037,0.045356,1625,40,1604,34,1648,65,129.2,73.9,551,1.714,135700,258,694,6.4,845,Below LOD,9.3,0.0125,0.53,1.9,0.308,14.16,5.07,68.4,27.94,135.9,28.25,268.8,54,10120,75,Below LOD,148.9,16.57,11.33,77.5,139.3,0.281847655,2.48E-05,0.000773626,1604,0.281764684,0.282083925,0.282010145,0.281824163,2.110915855,0.866748585,2.167995611,2.008406775
MK4_HQ_05_121,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,1.861,0.11,0.1796,0.0048,0.25004,5.567929,0.1488088,0.0735,0.004,0.19389,1063,38,1064,26,996,110,58.2,43.5,205,1.34,137600,347,701,20.3,1010,Below LOD,6.24,0.165,3.1,7.19,0.405,33.8,10,107.9,35.5,143.8,27.33,229.6,41,9880,113,Below LOD,43.6,3.51,4.29,45.4,62.6,,,,,,,,,,,,
MK4_HQ_05_122,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.76,0.18,0.3113,0.0058,0.43419,3.212335,0.05985077,0.1089,0.0036,0.29797,1778,33,1746,29,1778,59,178,91.2,730,1.919,140100,540,692,8.6,1171,0.0276,5.99,0.066,1.04,2.88,0.313,21.11,7.83,100.9,39.21,185.6,37.92,348.2,69.1,10650,74,Below LOD,228.5,26.99,15.27,95,188.6,,,,,,,,,,,,
MK4_HQ_05_123,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.258,0.09,0.2059,0.0041,0.4362,4.856727,0.09670995,0.0787,0.0027,0.33041,1197,28,1207,22,1166,69,340,223.2,1183,1.522,140200,222,699,8.5,722,Below LOD,27.56,0.041,0.81,2.1,0.181,12.66,4.67,61.2,23.83,115.4,25.79,249.7,50.5,11800,112,Below LOD,285.2,25.09,25.04,232.8,365.4,,,,,,,,,,,,
MK4_HQ_05_124,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.511,0.14,0.26,0.0052,0.40492,3.846154,0.07692308,0.0956,0.0034,0.24871,1527,32,1489,27,1540,69,152.6,113.4,790,1.335,136200,435,682,3.74,805,0.452,37.2,0.315,2.71,3.04,0.842,15.67,5.07,64.3,25.51,126.6,28.07,277,58.6,10300,83,Below LOD,162.4,16.95,16.32,118.1,163.9,,,,,,,,,,,,
MK4_HQ_05_125,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.143,0.11,0.1962,0.0043,0.20478,5.09684,0.1117044,0.0766,0.0035,0.29034,1157,35,1154,23,1130,97,79.6,68.9,348,1.144,138700,211,697,11.5,517.1,Below LOD,20.15,0.028,0.438,1.31,0.143,8.27,3.2,42.06,16.8,82.4,17.83,181,37.06,10480,103,3.1,66.7,5.62,7.61,74.3,88.7,0.282086854,2.62E-05,0.000650763,1154,0.28205402,0.282414594,0.282335647,0.282072696,0.662171302,0.917394165,1.905140461,1.732628272
MK4_HQ_05_126,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.512,0.14,0.2575,0.0059,0.53756,3.883495,0.08898105,0.0974,0.0034,0.34957,1527,32,1479,30,1575,65,151.9,171,1181,0.875,137700,338,692,9.6,1317,0.009,54.27,0.175,3.34,6.24,1.55,29.7,9.71,118,44.12,206,43.07,416.9,82.4,9390,105,Below LOD,159.5,16.83,24.35,178.4,160.6,,,,,,,,,,,,
MK4_HQ_05_127,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,5.13,0.21,0.3371,0.0073,0.67736,2.966479,0.06423997,0.11,0.0038,0.25832,1839,37,1871,36,1794,64,132.6,92.4,817,1.419,141200,185,697,8.9,474.7,0.0142,14.41,0.072,1.09,2.16,0.369,10.74,3.37,41.03,15.51,70.4,14.63,139.3,27.8,9820,81,Below LOD,184.7,21.89,17.18,96.9,144.2,,,,,,,,,,,,
MK4_HQ_05_128,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.29,0.18,0.2929,0.0063,0.32619,3.414135,0.07343478,0.106,0.004,0.34221,1695,37,1655,32,1730,71,124.9,67.4,541,1.784,133100,205,684,Below LOD,537,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,80.2,Below LOD,156.7,Below LOD,9450,110,Below LOD,145.2,Below LOD,Below LOD,69,131,,,,,,,,,,,,
MK4_HQ_05_129,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,13.48,0.51,0.5216,0.011,0.67138,1.917178,0.04043128,0.184,0.0057,0.32495,2712,36,2708,46,2691,48,244.8,248.7,3129,0.975,138500,113,680,2.2,391.2,0.069,41.97,0.093,1.41,2.43,1.006,11.38,2.95,32.76,11.83,55.2,12.29,131.7,29.89,9710,81,Below LOD,481,97,59.6,239.2,244.2,0.281174615,2.22E-05,0.000518414,2708,0.281044477,0.281260831,0.281199912,0.28114776,3.674972186,0.778046774,2.946263664,2.818025738
MK4_HQ_05_13,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.072,0.089,0.1935,0.004,0.62915,5.167959,0.1068312,0.0794,0.0028,0.12262,1141,30,1140,21,1176,70,398.4,234,1120,1.707,135400,208,697,5.72,830,Below LOD,25.66,0.068,1.13,2.78,0.59,15.57,5.53,69.4,27.13,131.2,29.29,286.8,57.84,10900,49,Below LOD,246.6,21.43,19.76,197.9,349.3,0.282079741,5.59E-05,0.002568264,1140,0.282062982,0.282424837,0.28234573,0.282024553,-1.36244466,1.954919989,2.018737668,1.84621368
MK4_HQ_05_130,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.038,0.13,0.2029,0.0046,0.28912,4.928536,0.1117362,0.1062,0.0042,0.35281,1414,32,1190,25,1731,72,195.1,132.6,794,1.463,161700,412,722,40.1,1077,0.108,8.17,0.15,2.33,4.65,1.043,25.4,8.55,103.2,35.9,160.9,32.73,312.5,59,9780,94,Below LOD,162.7,18.78,16.71,139,213.5,,,,,,,,,,,,
MK4_HQ_05_14,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.35,0.15,0.2602,0.0057,0.27323,3.843198,0.08418995,0.0943,0.0038,0.29767,1494,34,1490,29,1509,78,103.7,138.6,882,0.762,133400,372,686,9.7,1280,0.089,31.5,0.23,3.38,5.54,1.138,26.8,9,108.6,43,197,40.7,383,78.2,9140,86,Below LOD,88.3,9.27,15.6,116.8,92.4,,,,,,,,,,,,
MK4_HQ_05_15,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,1.429,0.074,0.1418,0.0049,0.84442,7.052186,0.2436933,0.0748,0.0026,0.030362,896,31,857,27,1059,68,680,123.9,414,5.57,138100,1561,707,16.3,3020,1.55,18.7,4.46,49.8,83,31.7,214,48.5,398,105.5,370,69.7,629,105.6,12370,81,Below LOD,301.5,24.34,7.1,103.5,585,,,,,,,,,,,,
MK4_HQ_05_16,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.47,0.18,0.3049,0.0059,0.45473,3.279764,0.06346542,0.1072,0.0038,0.21131,1722,34,1715,29,1753,63,181.2,102.2,744,1.784,129900,344,693,Below LOD,859,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,73.3,Below LOD,134.1,Below LOD,258.8,Below LOD,10390,48,Below LOD,186.7,Below LOD,Below LOD,89.5,164.8,,,,,,,,,,,,
MK4_HQ_05_17,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.074,0.12,0.2416,0.005,0.58343,4.139073,0.08565962,0.0935,0.0031,0.1385,1426,31,1397,25,1494,65,253.5,106.5,628,2.415,136100,187,714,9.5,673,0.0094,11.51,0.049,0.57,1.83,0.214,9.99,4.02,53.5,22.28,108.5,24.14,240.7,48.25,11580,93,Below LOD,209.9,21.27,11.76,93.1,235.5,,,,,,,,,,,,
